Symbol,train_rows,val_rows,test_rows,total_rows
hseb,1097,252,450,1799
hsic,4821,252,450,5523
hsii,2479,252,450,3181
hska,2477,252,450,3179
hsni,1608,252,450,2310
hson,2479,252,450,3181
hst,2477,252,450,3179
hstm,2476,252,450,3178
hsy,7438,252,450,8140
ht,2479,252,450,3181
ht_c,405,163,249,817
hta,647,252,450,1349
htbi,620,252,450,1322
htbk,2476,252,450,3178
htbx,364,252,450,1066
htd,2479,252,450,3181
htgc,2407,252,450,3109
hth,2479,252,450,3181
htht,1201,252,450,1903
htld,2479,252,450,3181
htlf,2479,252,450,3181
htm,2347,252,450,3049
hty,1830,252,450,2532
htz,2044,252,450,2746
hubg,2479,252,450,3181
hum,8321,252,450,9023
hun,2479,252,450,3181
hurc,2479,252,450,3181
hurn,2479,252,450,3181
husa,2453,252,449,3154
hvt,2479,252,450,3181
hvt-a,694,79,130,903
hwbk,1957,197,379,2533
hwcc,2152,252,450,2854
hwkn,2442,252,450,3144
hxl,2479,252,450,3181
hy,564,252,450,1266
hyb,2479,252,450,3181
hygs,2476,252,450,3178
hyhg,404,252,450,1106
hyi,2134,252,450,2836
hyt,2479,252,450,3181
hyxu,648,252,450,1350
hznp,861,252,450,1563
hzo,2479,252,450,3181
i,431,252,450,1133
iac,5523,252,450,6225
iae,1956,252,450,2658
iaf,2479,252,450,3181
iag,2479,252,450,3181
iart,2479,252,450,3181
iba,2477,252,450,3179
ibcp,2480,252,450,3182
ibio,1496,252,450,2198
ibkc,2479,252,450,3181
ibkr,1930,252,450,2632
ibm,13337,252,450,14039
ibn,2479,252,450,3181
iboc,2479,252,450,3181
ibtx,442,252,450,1144
icad,2479,252,450,3181
icb,2479,252,450,3181
iccc,2006,246,446,2698
ice,2296,252,450,2998
icfi,2079,252,450,2781
iclr,2479,252,450,3181
icon,2479,252,450,3181
icpt,558,252,449,1259
icui,2479,252,450,3181
ida,2479,252,450,3181
idcc,2478,252,450,3180
ide,1242,252,450,1944
idn,2472,252,450,3174
idra,2473,252,450,3175
idsa,2469,240,443,3152
idsy,2478,252,448,3178
idt,2479,252,450,3181
idti,2479,252,450,3181
idxg,2475,251,448,3174
idxx,2479,252,450,3181
iec,2365,249,450,3064
iep,2479,252,450,3181
iesc,2123,251,450,2824
iex,2479,252,450,3181
if,2479,252,447,3178
iff,8321,252,450,9023
ifn,2479,252,450,3181
ifon,2446,252,450,3148
iga,2310,252,450,3012
igc,2161,252,449,2862
igd,2459,252,450,3161
ighg,285,252,450,987
igi,1389,252,450,2091
igld,2436,244,358,3038
igr,2479,252,450,3181
ihc,2454,252,450,3156
ihd,926,252,450,1628
ihg,2479,252,450,3181
iht,1334,193,278,1805
iid,1830,252,450,2532
iif,2479,252,450,3181
iii,1976,252,450,2678
iiin,2479,252,450,3181
iiji,2474,229,391,3094
iim,2479,252,450,3181
iin,2279,241,434,2954
iivi,2479,252,450,3181
iknx,1599,187,336,2122
ilg,1608,252,450,2310
ilmn,2479,252,450,3181
imax,2479,252,450,3181
imgn,2479,252,450,3181
imh,2477,252,450,3179
imi,779,252,450,1481
imkta,2479,252,450,3181
immr,2479,252,450,3181
immu,2479,252,450,3181
immy,477,251,450,1178
imo,2479,252,450,3181
imos,965,252,449,1666
impv,788,252,449,1489
imuc,652,252,450,1354
inap,2479,252,450,3181
inb,1872,252,450,2574
inbk,466,252,450,1168
incy,2479,252,450,3181
indb,2479,252,450,3181
inf,840,252,450,1542
infi,2479,252,450,3181
infn,1907,252,450,2609
infu,1635,251,450,2336
infy,2479,252,450,3181
ing,2479,252,450,3181
ingr,2479,252,450,3181
inn,975,252,450,1677
inn_b,505,231,401,1137
inn_c,443,226,383,1052
ino,2479,252,450,3181
inod,2479,252,450,3181
inpx,512,252,450,1214
ins,1863,238,350,2451
insg,2479,252,450,3181
insi,768,252,450,1470
insm,944,252,450,1646
insy,572,252,448,1272
int,2479,252,450,3181
intc,10834,252,450,11536
intg,1662,237,265,2164
intl,2470,252,450,3172
intt,2384,251,444,3079
intu,5486,252,450,6188
intx,2476,252,449,3177
inuv,2471,252,450,3173
inva,2476,251,449,3176
inve,2402,252,450,3104
inwk,2109,252,450,2811
inxn,985,252,450,1687
io,2479,252,450,3181
ions,2478,252,450,3180
ior,1500,222,282,2004
iosp,2479,252,450,3181
iova,853,252,450,1555
ip,11353,252,450,12055
ipar,2479,252,450,3181
ipas,2479,252,450,3181
ipb,771,186,294,1251
ipcc,2479,252,450,3181
ipci,2474,252,449,3175
ipdn,413,227,447,1087
ipg,6842,252,450,7544
ipgp,2026,252,450,2728
iphi,1038,252,450,1740
iphs,2054,252,450,2756
ipi,1687,252,450,2389
ipl_d,449,251,447,1147
ipwr,278,251,450,979
ipxl,2308,252,450,3010
iqi,2479,252,450,3181
ir,7438,252,450,8140
irbt,2301,252,450,3003
ircp,1741,150,261,2152
irdm,1642,252,450,2344
iret,2479,252,450,3181
irix,2405,252,450,3107
irl,2478,252,450,3180
irm,2479,252,450,3181
iroq,677,207,321,1205
irr,2060,252,450,2762
irs,2479,252,450,3181
irt,350,252,450,1052
irwd,1237,252,450,1939
isbc,2321,252,450,3023
isca,2479,252,450,3181
isd,675,252,450,1377
isdr,1026,235,397,1658
isf,1097,252,450,1799
isg,1097,252,450,1799
isig,2448,249,435,3132
isl,2474,250,436,3160
ism,1083,242,425,1750
isns,2379,252,448,3079
isr,2315,252,450,3017
isrg,2479,252,450,3181
isrl,2076,185,334,2595
issc,2465,252,449,3166
it,2479,252,450,3181
itcb,2290,252,450,2992
itci,254,252,450,956
itg,2479,252,450,3181
itgr,2479,252,450,3181
iti,2478,252,450,3180
itic,2201,194,440,2835
itri,2479,252,450,3181
itrn,2331,252,450,3033
itt,4790,252,450,5492
itub,2479,252,450,3181
itus,6462,244,439,7145
itw,6844,252,450,7546
ivac,2479,252,449,3180
ivc,2479,252,450,3181
ivh,403,252,450,1105
ivr,1389,252,450,2091
ivr_a,611,252,449,1312
ivz,2479,252,450,3181
ix,2479,252,450,3181
ixys,2479,252,450,3181
iyld,652,252,450,1354
jack,2479,252,450,3181
jakk,2479,252,450,3181
jasnw,254,182,389,825
jaso,1990,252,450,2692
jazz,1910,252,450,2612
jbht,2479,252,450,3181
jbk,792,111,354,1257
jbl,5448,252,450,6150
jblu,2479,252,450,3181
jbn,1080,239,428,1747
jbr,1032,205,374,1611
jbss,2478,252,450,3180
jbt,1623,252,450,2325
jce,1956,252,450,2658
jci,6805,252,450,7507
jcom,2479,252,450,3181
jcp,8320,252,450,9022
jcs,2464,250,450,3164
jctcf,2025,144,332,2501
jdd,2479,252,450,3181
je,735,252,450,1437
jec,2479,252,450,3181
jeq,2479,252,450,3181
jfr,2479,252,450,3181
jhg,3652,252,450,4354
jhi,2479,252,450,3181
jhs,2479,252,450,3181
jhx,2352,252,450,3054
jjsf,2479,252,450,3181
jkhy,2479,252,450,3181
jks,1167,252,450,1869
jll,2479,252,450,3181
jls,1283,252,450,1985
jmba,2323,252,450,3025
jmf,962,252,450,1664
jmm,2478,252,448,3178
jmp,1925,252,450,2627
jmpb,463,247,426,1136
jmt,1223,252,448,1923
jnj,11352,252,450,12054
jnp,2478,252,450,3180
jnpr,3902,252,450,4604
job,2222,252,444,2918
jobs,2478,252,450,3180
joe,2479,252,450,3181
jof,2479,252,450,3181
jone,364,252,450,1066
jout,2373,252,450,3075
jpc,2479,252,450,3181
jpi,611,252,450,1313
jpm,11352,252,450,12054
jpm-ws,1097,252,450,1799
jpm_a,465,252,450,1167
jpm_d,583,252,442,1277
jps,2479,252,450,3181
jqc,2479,252,450,3181
jri,675,252,450,1377
jrjc,2476,252,450,3178
jrjr,1082,251,450,1783
jro,2479,252,450,3181
jrs,2479,252,450,3181
jsd,904,252,450,1606
jsm,1097,252,450,1799
jta,2479,252,450,3181
jtd,1893,252,450,2595
jtpy,498,234,433,1165
jva,2382,252,450,3084
jw-a,1097,252,450,1799
jw-b,757,124,278,1159
jwn,7181,252,450,7883
jxsb,1067,126,135,1328
k,7573,252,450,8275
kai,2479,252,450,3181
kalu,2137,252,450,2839
kamn,2479,252,450,3181
kap,513,227,374,1114
kar,1272,252,450,1974
kb,1575,252,450,2277
kbal,6230,252,450,6932
kbh,6827,252,450,7529
kbr,2044,252,450,2746
kbwb,792,252,450,1494
kbwd,1022,252,450,1724
kbwy,1005,252,450,1707
kcap,2027,252,450,2729
ked,2084,252,450,2786
kelya,2479,252,450,3181
kem,2479,252,450,3181
kep,2479,252,450,3181
kequ,2141,219,412,2772
kerx,2479,252,450,3181
kex,2479,252,450,3181
key,6841,252,450,7543
keyw,1066,252,450,1768
kf,2479,252,449,3180
kffb,1884,205,338,2427
kfn_,487,252,450,1189
kfrc,2479,252,450,3181
kfs,2466,250,447,3163
kfy,2479,252,450,3181
kgc,5074,252,450,5776
kgji,1556,252,450,2258
kim,2479,252,450,3181
kim_i,697,252,450,1399
kim_j,609,252,450,1311
kim_k,516,252,450,1218
kin,265,252,450,967
kins,1650,251,450,2351
kio,362,252,450,1064
kirk,2478,252,450,3180
kkr,1125,252,450,1827
klac,6240,252,450,6942
klic,2479,252,450,3181
kmb,7573,252,450,8275
kmda,401,249,418,1068
kmf,1029,252,450,1731
kmg,2428,252,450,3130
kmi,975,252,450,1677
kmm,2479,252,450,3181
kmpr,842,252,450,1544
kmt,2479,252,450,3181
kmx,2479,252,450,3181
knd,2479,252,450,3181
kndi,1097,252,450,1799
knl,2479,252,450,3181
knop,437,252,450,1139
knx,1014,252,450,1716
ko,11353,252,450,12055
kodk,319,252,450,1021
kof,2479,252,450,3181
kona,2357,252,450,3059
kone,994,239,431,1664
kool,2479,252,450,3181
kop,2245,252,450,2947
kopn,2479,252,450,3181
kors,763,252,450,1465
kos,915,252,450,1617
koss,2055,244,429,2728
kpti,290,252,450,992
kr,9584,252,450,10286
kra,1268,252,450,1970
krc,2478,252,450,3180
krg,2479,252,450,3181
krny,2479,252,450,3181
kro,2477,252,450,3179
ks,2239,252,450,2941
ksm,2479,252,450,3181
kss,5696,252,450,6398
kst,2476,252,448,3176
ksu,2479,252,450,3181
ksu_,2148,142,319,2609
kt,2479,252,450,3181
ktcc,2475,252,450,3177
ktec,2397,206,425,3028
ktf,2479,252,450,3181
kth,855,182,354,1391
ktn,962,228,389,1579
ktos,2479,252,450,3181
ktp,1094,252,450,1796
kvhi,2479,252,450,3181
kw,1671,252,450,2373
kweb,349,252,450,1051
kwn,482,224,353,1059
kwr,2479,252,450,3181
kye,2395,252,450,3097
kyn,2479,252,450,3181
kyn_f,437,247,436,1120
kyo,2479,252,450,3181
l,2479,252,450,3181
labl,2478,252,450,3180
lad,2479,252,450,3181
lake,2456,252,450,3158
lamr,4631,252,450,5333
lanc,2479,252,450,3181
land,486,252,450,1188
laq,2476,251,444,3171
lark,1542,237,404,2183
laws,2479,252,450,3181
layn,2479,252,450,3181
laz,2432,252,450,3134
lb,7438,252,450,8140
lbai,2479,252,450,3181
lbix,2404,234,426,3064
lbtya,2402,252,450,3104
lbtyk,2348,252,450,3050
lby,2479,252,450,3181
lci,2470,252,450,3172
lcii,2479,252,450,3181
lcm,2479,252,450,3181
lcnb,772,249,449,1470
lcut,2479,252,450,3181
ldf,2478,252,450,3180
ldl,2479,252,450,3181
ldos,2068,252,450,2770
ldp,611,252,450,1313
ldr,2479,252,433,3164
lea,1294,252,450,1996
leco,2477,252,450,3179
leds,1019,252,450,1721
lee,2479,252,450,3181
leg,6841,252,450,7543
len,2479,252,450,3181
len-b,1097,252,450,1799
leo,2479,252,450,3181
leu,4138,252,450,4840
lfc,2477,252,450,3179
lfgr,988,252,450,1690
lfus,2479,252,450,3181
lfvn,578,252,450,1280
lgcy,2007,252,450,2709
lgi,2479,252,450,3181
lgih,289,252,450,991
lgl,2020,229,344,2593
lgnd,2480,252,450,3182
lh,2479,252,450,3181
lhcg,2408,252,450,3110
lho,2479,252,450,3181
lho_i,459,246,426,1131
lii,2474,252,450,3176
linc,2398,252,450,3100
link,508,137,249,894
linu,1325,251,448,2024
lion,2437,252,450,3139
liqt,271,252,447,970
litb,397,252,450,1099
live,2279,252,449,2980
lkfn,2479,252,450,3181
lkq,2479,252,450,3181
ll,1798,252,450,2500
llit,1145,251,442,1838
lll,2479,252,450,3181
llnw,1906,252,450,2608
lly,8322,252,450,9024
lm,2479,252,450,3181
lmat,2011,252,450,2713
lmnr,1855,252,450,2557
lmnx,2479,252,450,3181
lmos,794,252,450,1496
lmt,9582,252,450,10284
lnc,7623,252,450,8325
lnce,2479,252,450,3181
lnd,380,202,379,961
lndc,2479,252,450,3181
lng,2479,252,450,3181
lnn,2479,252,450,3181
lnt,2479,252,450,3181
loan,2069,252,450,2771
lode,895,252,450,1597
logi,1097,252,450,1799
logm,1386,252,450,2088
lope,1538,252,450,2240
lor,2395,252,450,3097
lorl,2352,252,450,3054
lov,2139,252,445,2836
low,7436,252,450,8138
lpi,763,252,450,1465
lpl,2479,252,450,3181
lpla,1033,252,450,1735
lpnt,2479,252,450,3181
lpsn,2479,252,450,3181
lpt,2479,252,450,3181
lpth,2414,251,450,3115
lpx,8320,252,450,9022
lqdt,2230,252,450,2932
lrad,2479,251,450,3180
lrcx,6234,252,450,6936
lrn,1775,252,450,2477
lsbk,1307,164,272,1743
lscc,2479,252,450,3181
lsi,2479,252,450,3181
lstr,2479,252,450,3181
ltbr,2479,252,450,3181
ltc,2479,252,450,3181
ltm,2479,252,450,3181
ltrx,2409,249,437,3095
lts,2479,252,450,3181
lts_a,402,252,450,1104
ltxb,2075,252,450,2777
lub,2479,252,450,3181
luk,2479,252,450,3181
lulu,1872,252,450,2574
luna,2148,252,450,2850
luv,8826,252,450,9528
lvlt,4205,252,442,4899
lvnta,598,252,450,1300
lvs,2479,252,450,3181
lway,2479,252,450,3181
lxfr,564,252,450,1266
lxft,383,252,450,1085
lxp,2479,252,450,3181
lxp_c,968,208,363,1539
lxrx,2479,252,450,3181
lxu,2471,252,450,3173
lyb,1179,252,450,1881
lyg,2479,252,450,3181
lyts,2479,252,450,3181
lyv,2276,252,450,2978
lzb,2479,252,450,3181
m,2479,252,450,3181
ma,2166,252,450,2868
maa,2479,252,450,3181
mab,2217,248,407,2872
mac,2479,252,450,3181
mack,694,252,450,1396
mag,2416,252,450,3118
mags,2439,252,449,3140
main,1817,252,450,2519
mams,379,234,386,999
man,2479,252,450,3181
manh,2479,252,450,3181
mant,2479,252,450,3181
manu,601,252,450,1303
mar,5343,252,450,6045
mark,2905,252,450,3607
marps,2380,233,414,3027
mas,7957,252,450,8659
masi,1864,252,450,2566
mat,8322,252,450,9024
matr,891,252,450,1593
matw,2479,252,450,3181
matx,2479,252,450,3181
mav,2479,252,450,3181
mays,926,111,136,1173
mbfi,2479,252,450,3181
mbi,6931,252,450,7633
mbii,357,252,450,1059
mbot,858,252,450,1560
mbt,2479,252,450,3181
mbtf,2464,252,450,3166
mbvx,588,252,450,1290
mbwm,2477,252,450,3179
mca,2479,252,450,3181
mcbc,2479,252,450,3181
mcc,985,252,450,1687
mcd,11353,252,450,12055
mcep,762,252,450,1464
mcf,2479,252,450,3181
mchp,5486,252,450,6188
mchx,2479,252,450,3181
mci,2479,252,450,3181
mck,5063,252,450,5765
mcn,2479,252,450,3181
mco,3582,252,450,4284
mcr,2479,252,450,3181
mcri,2479,252,450,3181
mcs,2479,252,450,3181
mcv,444,245,421,1110
mcy,2479,252,450,3181
md,2479,252,450,3181
mdc,2479,252,450,3181
mdca,2479,252,450,3181
mdco,2478,251,450,3179
mdgl,1991,252,450,2693
mdlz,2077,252,450,2779
mdp,7436,252,450,8138
mdr,2479,252,450,3181
mdrx,2479,252,450,3181
mdso,1390,252,450,2092
mdt,8322,252,450,9024
mdu,2479,252,450,3181
mdxg,425,252,450,1127
med,2479,252,450,3181
meet,2477,252,450,3179
mei,2479,252,450,3181
meip,2463,252,450,3165
meli,1862,252,450,2564
men,2479,252,450,3181
meoh,2479,252,450,3181
mer_k,1097,252,450,1799
mer_p,1097,252,450,1799
merc,2479,252,450,3181
met,3708,252,450,4410
met_a,1097,252,450,1799
mfa,2479,252,450,3181
mfa_b,431,252,450,1133
mfc,2479,252,450,3181
mfcb,817,252,450,1519
mfg,2049,252,450,2751
mfin,2479,252,450,3181
mfl,2479,252,450,3181
mfm,2479,252,450,3181
mfnc,1524,232,425,2181
mfo,677,244,444,1365
mfsf,2288,232,450,2970
mft,2476,252,450,3178
mfv,2479,252,450,3181
mg,1317,252,450,2019
mga,2479,252,450,3181
mgcd,2372,228,425,3025
mgee,2479,252,450,3181
mgf,2479,252,450,3181
mgi,2479,252,450,3181
mgic,2477,252,450,3179
mgln,2479,252,450,3181
mgm,2479,252,450,3181
mgnx,309,252,450,1011
mgpi,2479,252,450,3181
mgrc,2479,252,450,3181
mgu,2353,252,450,3055
mgyr,1573,110,216,1899
mh_a,586,250,449,1285
mhd,2479,252,450,3181
mhe,2268,243,385,2896
mhf,2479,252,450,3181
mhh,1445,250,398,2093
mhi,2479,252,450,3181
mhk,2479,252,450,3181
mhld,1674,252,450,2376
mhn,2479,252,450,3181
mhnc,274,252,449,975
mho,2479,252,450,3181
mic,2479,252,450,3181
micr,2392,237,396,3025
mict,412,193,402,1007
midd,2479,252,450,3181
mie,447,252,450,1149
min,2479,252,450,3181
mind,2479,252,449,3180
mini,2479,252,450,3181
mitk,4877,252,450,5579
mitl,1183,252,450,1885
mitt,880,252,450,1582
miw,2168,227,380,2775
mixt,352,252,450,1054
miy,2479,252,450,3181
mkc,3924,252,450,4626
mkc-v,898,210,397,1505
mkl,2479,252,450,3181
mksi,2479,252,450,3181
mktx,2479,252,450,3181
mlab,2217,252,450,2919
mlco,2022,252,450,2724
mlhr,2479,252,450,3181
mli,2479,252,450,3181
mlm,2479,252,450,3181
mlnk,2479,252,450,3181
mlnt,730,252,449,1431
mlnx,1989,252,450,2691
mlp,2475,251,445,3171
mlr,2479,252,450,3181
mlvf,1068,232,438,1738
mmc,6807,252,450,7509
mmd,632,252,450,1334
mmi,294,252,450,996
mmlp,2479,252,450,3181
mmm,11353,252,450,12055
mmp,2479,252,450,3181
mms,2479,252,450,3181
mmsi,2479,252,450,3181
mmt,2479,252,450,3181
mmu,2479,252,450,3181
mmv,2367,239,419,3025
mmyt,1105,252,450,1807
mn,780,252,450,1482
mndo,2473,252,450,3175
mne,2464,252,450,3166
mnga,597,252,450,1299
mni,2479,252,450,3181
mnk,378,252,450,1080
mnkd,2478,252,450,3180
mnov,1885,251,450,2586
mnp,2466,252,450,3168
mnr,2478,252,450,3180
mnro,2479,252,450,3181
mnst,749,252,450,1451
mnta,2479,252,450,3181
mntx,2402,252,450,3104
mo,11352,252,450,12054
moc,2340,249,430,3019
mod,2479,252,450,3181
modn,451,252,450,1153
mofg,1724,252,450,2426
mog-a,1097,252,450,1799
mog-b,841,136,221,1198
moh,2479,252,450,3181
mon,3568,252,450,4270
morn,2434,252,450,3136
mos,2479,252,450,3181
mosy,2479,252,450,3181
mov,2479,252,450,3181
mp_d,821,178,337,1336
mpa,2479,252,450,3181
mpaa,2321,252,450,3023
mpb,1615,177,391,2183
mpc,879,252,450,1581
mplx,547,252,450,1249
mpv,2478,252,449,3179
mpvd,2473,252,450,3175
mpw,2388,252,450,3090
mpwr,2479,252,450,3181
mpx,2479,252,450,3181
mqt,2479,252,450,3181
mqy,2479,252,450,3181
mrc,685,252,450,1387
mrcc,548,252,450,1250
mrcy,2479,252,450,3181
mrin,449,252,450,1151
mrk,11353,252,450,12055
mrln,2476,252,450,3178
mro,11351,252,450,12053
mrtn,2479,252,450,3181
mrtx,367,252,450,1069
mrvl,3641,252,450,4343
ms,2479,252,450,3181
ms_a,1097,252,450,1799
ms_e,315,252,450,1017
ms_f,264,252,450,966
msa,5700,252,450,6402
msb,2479,252,450,3181
msbf,1096,210,417,1723
msca,432,248,425,1105
mscc,2479,252,450,3181
msci,1794,252,450,2496
msd,2479,252,450,3181
msex,2479,252,450,3181
msf,2479,252,450,3181
msfg,2479,252,450,3181
msft,7261,252,450,7963
msgn,1243,252,450,1945
msi,2480,252,450,3182
msl,2373,252,450,3075
msm,2479,252,450,3181
msn,2453,252,449,3154
mson,2415,252,446,3113
msp,2438,252,450,3140
mstr,2479,252,450,3181
mt,2479,252,450,3181
mtb,5855,252,450,6557
mtb-ws,345,119,228,692
mtd,2479,252,450,3181
mtdr,731,252,450,1433
mtem,2479,252,450,3181
mtex,2455,252,444,3151
mtg,5896,252,450,6598
mtge,856,252,450,1558
mth,2479,252,450,3181
mtl,2479,252,450,3181
mtl_,2458,212,391,3061
mtn,2479,252,450,3181
mtor,945,252,450,1647
mtr,2476,252,444,3172
mtrn,961,252,450,1663
mtrx,2479,252,450,3181
mtsc,2479,252,450,3181
mtsi,704,252,450,1406
mtsl,1761,242,379,2382
mtt,1452,252,450,2154
mtu,2479,252,450,3181
mtw,2479,252,450,3181
mtx,2479,252,450,3181
mtz,2479,252,450,3181
mu,6457,252,450,7159
mua,2479,252,450,3181
muc,2479,252,450,3181
mue,2479,252,450,3181
muh,2479,252,450,3181
mui,2479,252,450,3181
muj,2479,252,450,3181
mur,2479,252,450,3181
mus,2479,252,450,3181
musa,334,252,450,1036
mux,2474,252,450,3176
mvc,2479,252,450,3181
mvcb,455,252,421,1128
mvf,2479,252,450,3181
mvis,2479,252,450,3181
mvo,2003,252,450,2705
mvt,2479,252,450,3181
mwa,2165,252,450,2867
mx,957,252,450,1659
mxc,2365,244,417,3026
mxe,2469,252,448,3169
mxf,2479,252,450,3181
mxim,6241,252,450,6943
mxl,1203,252,450,1905
mxwl,2479,252,450,3181
myc,2479,252,450,3181
myd,2479,252,450,3181
mye,2479,252,450,3181
myf,2479,252,450,3181
mygn,2479,252,450,3181
myi,2479,252,450,3181
myj,2479,252,450,3181
myl,2479,252,450,3181
myn,2479,252,450,3181
myos,923,240,445,1608
myrg,1604,252,450,2306
mza,2417,248,436,3101
mzf,2479,252,450,3181
mzor,401,252,450,1103
nac,2479,252,450,3181
nad,2479,252,450,3181
naii,2307,247,450,3004
nak,2479,252,450,3181
nan,2479,252,450,3181
nano,2479,252,450,3181
nat,2479,252,450,3181
nath,2457,252,450,3159
nati,2479,252,450,3181
natr,2312,252,450,3014
nauh,1370,252,426,2048
nav,11353,252,450,12055
navb,751,252,450,1453
navg,2479,252,450,3181
naz,2448,252,450,3150
nbb,1179,252,450,1881
nbd,1936,252,450,2638
nbh,2479,252,450,3181
nbhc,573,252,450,1275
nbix,2479,252,450,3181
nbl,2479,252,450,3181
nbn,1921,234,432,2587
nbo,2479,252,450,3181
nbr,6004,252,450,6706
nbtb,2479,252,450,3181
nbw,2477,252,450,3179
nby,1805,252,450,2507
nc,2479,252,450,3181
nca,2479,252,450,3181
ncb,1416,249,445,2110
nci,2479,252,450,3181
nclh,492,252,450,1194
ncmi,1989,252,450,2691
ncr,4542,252,450,5244
ncs,2479,252,450,3181
ncty,2479,252,443,3174
ncv,2479,252,450,3181
ncz,2479,252,450,3181
ndaq,2479,252,449,3180
ndls,381,252,450,1083
ndp,611,252,450,1313
ndro,792,252,450,1494
ndsn,2479,252,450,3181
ne,6240,252,450,6942
nea,2479,252,450,3181
nee,2479,252,450,3181
nee_c,1097,252,427,1776
nee_i,529,252,450,1231
nee_j,491,252,450,1193
nem,8004,252,450,8706
nen,1862,222,250,2334
neo,518,252,450,1220
neog,2479,252,450,3181
neon,671,252,450,1373
nept,1959,252,450,2661
nete,558,252,450,1260
neu,2479,252,450,3181
nev,1326,252,450,2028
news,2025,252,450,2727
newt,2433,252,450,3135
nfbk,1798,252,450,2500
nfec,1696,236,434,2366
nfg,2479,252,450,3181
nfj,2479,252,450,3181
nflx,2479,252,450,3181
nfx,2479,252,450,3181
ng,2479,252,450,3181
ngd,2452,252,450,3154
ngg,2479,252,450,3181
ngl,914,252,450,1616
ngs,2479,252,450,3181
ngvc,613,252,450,1315
nhc,2478,252,450,3180
nhf,2145,252,450,2847
nhi,2478,252,450,3180
nhs,2479,252,450,3181
ni,7613,252,450,8315
nice,2479,252,450,3181
nick,2454,252,442,3148
nid,521,252,450,1223
nie,1979,252,450,2681
nim,2479,252,450,3181
niq,478,252,450,1180
njr,2479,252,450,3181
njv,1413,252,446,2111
nke,6898,252,450,7600
nkg,2437,252,448,3137
nksh,2352,252,450,3054
nktr,2476,252,450,3178
nkx,2466,252,450,3168
nl,2479,252,450,3181
nlnk,786,252,450,1488
nls,2479,252,450,3181
nlsn,988,252,450,1690
nlst,2028,252,450,2730
nly,2479,252,450,3181
nly_c,653,252,450,1355
nly_d,574,252,450,1276
nm,2477,252,450,3179
nmfc,908,252,450,1610
nmi,2476,252,450,3178
nmih,288,252,450,990
nmk_b,369,73,124,566
nmk_c,366,79,124,569
nml,447,252,450,1149
nmm,1796,252,450,2498
nmr,2479,252,450,3181
nmrx,2428,252,450,3130
nmt,2434,252,448,3134
nmy,2478,252,450,3180
nmz,2479,252,450,3181
nna,1553,252,450,2255
nnbr,962,252,450,1664
nnc,2460,252,450,3162
nni,2479,252,450,3181
nnn,2479,252,450,3181
nnn_e,400,252,450,1102
nnvc,320,252,450,1022
nny,2478,252,450,3180
noa,2040,252,450,2742
noah,1039,252,450,1741
noc,8323,252,450,9025
nog,1909,252,450,2611
nok,2479,252,450,3181
nom,2112,241,385,2738
nov,2479,252,450,3181
novt,2480,252,450,3182
now,630,252,450,1332
np,2479,252,450,3181
npk,2479,252,450,3181
npn,1342,235,365,1942
npo,2479,252,450,3181
nptn,982,252,450,1684
npv,2474,252,450,3176
nq,919,252,450,1621
nqp,2479,252,450,3181
nr,2479,252,450,3181
nrcia,404,252,450,1106
nrcib,396,219,379,994
nrg,2479,252,450,3181
nrim,2448,252,450,3150
nrk,2440,252,450,3142
nro,2479,252,450,3181
nrp,2479,252,450,3181
nrt,2479,252,450,3181
nrz,421,252,450,1123
ns,2479,252,450,3181
nsc,8218,252,450,8920
nsec,1623,185,301,2109
nsh,2132,252,450,2834
nsit,2479,252,450,3181
nsl,2479,252,450,3181
nsm,709,252,450,1411
nsp,960,252,450,1662
nspr,436,252,450,1138
nss,486,252,450,1188
nssc,2474,250,450,3174
nstg,383,252,450,1085
nsu,2479,252,450,3181
nsys,1879,225,383,2487
ntap,4808,252,450,5510
ntc,2453,252,450,3155
ntct,2479,252,450,3181
ntes,2479,252,450,3181
ntg,1116,252,450,1818
ntgr,2479,252,450,3181
ntic,2248,226,400,2874
ntl,2427,241,428,3096
ntn,2463,250,441,3154
ntp,2479,252,450,3181
ntri,2479,252,450,3181
ntrp,266,229,409,904
ntrs,6242,252,450,6944
ntwk,2479,252,450,3181
ntx,2472,252,450,3174
ntz,2449,241,442,3132
nuan,2479,252,450,3181
nue,7899,252,450,8601
num,2478,252,450,3180
nuo,2476,252,450,3178
nuro,815,252,450,1517
nus,2479,252,450,3181
nuv,2479,252,450,3181
nuva,2479,252,450,3181
nuw,1474,252,450,2176
nvax,2479,252,450,3181
nvcn,504,252,449,1205
nvda,4011,252,450,4713
nvec,2479,252,450,3181
nvg,2479,252,450,3181
nvgn,716,252,449,1417
nvgs,444,252,450,1146
nviv,1049,252,450,1751
nvln,2479,252,450,3181
nvmi,2394,252,450,3096
nvo,2479,252,450,3181
nvr,2479,252,450,3181
nvs,2479,252,450,3181
nwbi,2479,252,450,3181
nwe,2479,252,450,3181
nwfl,1833,224,428,2485
nwl,7678,252,450,8380
nwli,2470,250,450,3170
nwn,2479,252,450,3181
nwpx,2479,252,450,3181
nws,385,252,450,1087
nwsa,385,252,450,1087
nwy,2479,252,450,3181
nx,1692,252,450,2394
nxc,2477,252,450,3179
nxj,2473,252,450,3175
nxn,2455,252,449,3156
nxp,2479,252,450,3181
nxpi,1109,252,450,1811
