Symbol,train_rows,val_rows,test_rows,total_rows
tgb,2479,252,450,3181
tgc,2479,252,450,3181
tgh,1820,252,450,2522
tgi,2479,252,450,3181
tgls,325,242,450,1017
tgna,7435,252,450,8137
tgp,2432,252,450,3134
tgs,2475,252,450,3177
tgt,8004,252,450,8706
tgtx,401,252,450,1103
thc,8320,252,450,9022
thff,2479,252,450,3181
thg,2479,252,450,3181
thga,444,252,450,1146
thm,2041,252,450,2743
tho,2479,252,450,3181
thr,919,252,450,1621
thrm,2478,252,450,3180
ths,2403,252,450,3105
thst,366,237,444,1047
ti,2479,252,450,3181
ti-a,1097,252,450,1799
ticc,2479,252,450,3181
tif,6805,252,450,7507
tik,1687,249,422,2358
tile,2479,252,450,3181
tipt,317,252,450,1019
tis,2200,252,450,2902
tisa,2375,252,446,3073
tisi,2479,252,449,3180
titn,1780,252,450,2482
tivo,1097,252,450,1799
tjx,6801,252,450,7503
tk,2479,252,450,3181
tkc,2479,252,450,3181
tkf,6272,252,448,6972
tkr,2479,252,450,3181
tlf,2375,243,427,3045
tlgt,2331,252,450,3033
tli,2479,252,450,3181
tlk,2479,252,450,3181
tlp,2418,252,450,3120
tlra,382,252,450,1084
tlrd,2479,252,450,3181
tlys,669,252,450,1371
tm,2479,252,450,3181
tmhc,437,252,450,1139
tmk,6807,252,450,7509
tmk_b,568,252,449,1269
tmo,6890,252,450,7592
tmp,2478,252,450,3180
tmq,670,252,450,1372
tmus,1941,252,450,2643
tnav,1168,252,450,1870
tnc,2479,252,450,3181
tndm,284,252,450,986
tnh,2479,252,450,3181
tnk,1775,252,450,2477
tnp,2479,252,450,3181
tnp_b,408,240,410,1058
tnp_c,311,240,429,980
tnxp,544,252,450,1246
tol,2479,252,450,3181
too,2025,252,450,2727
too_a,421,252,450,1123
tops,835,248,447,1530
torm,2297,193,344,2834
tot,2479,252,450,3181
town,2477,252,449,3178
towr,1057,252,450,1759
tpc,2479,252,450,3181
tph,484,252,450,1186
tpl,2475,252,450,3177
tpr,2479,252,450,3181
tpre,348,252,450,1050
tpx,2479,252,450,3181
tpz,1367,252,450,2069
tr,1097,252,450,1799
trc,2479,252,450,3181
trcb,1790,228,439,2457
trch,262,252,450,964
trec,2438,252,450,3140
tree,1608,252,450,2310
trex,2479,252,450,3181
trgp,1021,252,450,1723
tri,2479,252,450,3181
trib,2479,252,450,3181
tril,740,252,450,1442
trip,760,252,450,1462
trk,2479,252,450,3181
trmb,2479,252,450,3181
trmk,2479,252,450,3181
trn,2479,252,450,3181
trno,1232,252,450,1934
trns,2083,239,439,2761
trov,651,252,450,1353
trow,6369,252,450,7071
trox,639,252,450,1341
trp,2475,252,450,3177
trq,2479,252,450,3181
trs,1920,252,450,2622
trst,2479,252,450,3181
trt,2201,245,431,2877
trv,2479,252,450,3181
trx,893,252,450,1595
trxc,4850,252,450,5552
ts,2479,252,450,3181
tsbk,2320,237,448,3005
tsc,416,252,450,1118
tsco,2479,252,450,3181
tsem,2478,252,450,3180
tsi,2479,252,450,3181
tsla,1136,252,450,1838
tslf,323,252,450,1025
tsm,2479,252,450,3181
tsn,2479,252,450,3181
tsri,2079,188,387,2654
tsro,631,252,450,1333
tss,2479,252,450,3181
tst,2480,252,450,3182
tsu,2479,252,450,3181
ttc,2479,252,450,3181
ttec,2479,252,450,3181
ttek,2479,252,450,3181
ttf,2478,252,450,3180
ttgt,1921,252,450,2623
tti,2479,252,450,3181
ttm,2479,252,450,3181
ttmi,2479,252,450,3181
ttnp,4657,252,449,5358
ttp,796,252,450,1498
ttph,451,252,450,1153
tts,586,252,450,1288
ttwo,2479,252,450,3181
tu,2479,252,450,3181
tues,2479,252,450,3181
tup,2479,252,450,3181
turn,2479,252,450,3181
tv,2479,252,450,3181
tvc,1097,252,450,1799
tve,1097,252,450,1799
tvty,2479,252,450,3181
twi,2479,252,450,3181
twin,2470,252,450,3172
twmc,2447,241,439,3127
twn,2477,249,439,3165
two,1299,252,450,2001
twtr,289,252,450,991
twx,5733,252,450,6435
tx,2245,252,450,2947
txmd,874,252,450,1576
txn,8319,252,450,9021
txrh,2479,252,450,3181
txt,7608,252,450,8310
ty,2479,252,450,3181
ty_,2073,176,271,2520
tyg,2479,252,450,3181
tyl,2479,252,450,3181
type,1874,252,450,2576
tzoo,2479,252,450,3181
uaa,2294,252,450,2996
ual,2250,252,450,2952
uamy,1948,251,449,2648
uan,935,252,450,1637
uba,2479,252,450,3181
ubcp,2222,235,417,2874
ubfo,2375,242,445,3062
ubnk,2360,252,450,3062
ubnt,804,252,450,1506
uboh,1970,226,379,2575
ubp,2387,244,401,3032
ubsh,2479,252,450,3181
ubsi,2479,252,450,3181
ucba,1568,198,368,2134
ucbi,869,252,450,1571
ucfc,2476,252,450,3178
uctt,2478,252,450,3180
udr,2479,252,450,3181
uec,2232,252,450,2934
ueic,2479,252,450,3181
ueps,2479,252,450,3181
ufcs,2479,252,450,3181
ufi,2479,252,450,3181
ufpi,2479,252,450,3181
ufpt,2476,252,450,3178
ufs,2479,252,450,3181
ug,2342,247,442,3031
ugi,2479,252,450,3181
ugp,2479,252,450,3181
uhal,2479,252,450,3181
uhs,2479,252,450,3181
uht,2479,252,450,3181
uihc,521,252,450,1223
uis,9585,252,450,10287
ul,2479,252,450,3181
ulbi,2476,251,450,3177
ulh,2479,252,450,3181
ulta,1809,252,450,2511
ulti,2479,252,450,3181
umbf,2479,252,450,3181
umc,2479,252,450,3181
umh,2478,252,450,3180
umpq,2479,252,450,3181
un,2479,252,450,3181
unam,2004,197,278,2479
unb,1999,227,445,2671
unf,2479,252,450,3181
unfi,2479,252,450,3181
unh,6242,252,450,6944
unm,7095,252,450,7797
unp,8827,252,450,9529
unt,2479,252,450,3181
unty,2127,240,445,2812
uone,2302,218,342,2862
uonek,2476,252,450,3178
ups,3805,252,450,4507
uqm,2479,252,450,3181
urbn,2479,252,450,3181
urg,2240,252,450,2942
uri,2479,252,450,3181
usa,2479,252,450,3181
usac,495,252,450,1197
usak,2475,252,450,3177
usap,2479,252,450,3181
usat,2479,252,450,3181
usau,2453,250,449,3152
usb,6833,252,450,7535
usb_a,500,66,205,771
usb_h,1097,252,450,1799
usb_m,735,252,450,1437
usb_o,418,252,450,1120
uscr,965,252,450,1667
useg,2479,252,449,3180
usg,2479,252,450,3181
uslm,2463,252,450,3165
usm,2479,252,450,3181
usna,2479,252,450,3181
usph,2479,252,450,3181
usrt,1907,252,450,2609
utf,2680,252,450,3382
utg,2479,252,450,3181
uthr,2479,252,450,3181
uti,2479,252,450,3181
utl,2475,252,450,3177
utmd,2404,251,448,3103
utsi,2479,252,450,3181
utx,11350,252,450,12052
uuu,2311,235,384,2930
uuuu,271,252,450,973
uve,2330,252,450,3032
uvsp,2479,252,450,3181
uvv,2479,252,450,3181
uwn,2470,252,450,3172
uza,912,252,450,1614
v,1710,252,450,2412
vac,779,252,450,1481
vale,2479,252,450,3181
valu,2442,216,405,3063
var,2479,252,450,3181
vbf,2479,252,450,3181
vbfc,1845,150,196,2191
vbiv,1059,252,450,1761
vc,1068,252,450,1770
vcel,2479,252,450,3181
vcf,2431,252,442,3125
vco,2398,248,430,3076
vcra,695,252,450,1397
vcv,2478,252,450,3180
vcyt,295,252,450,997
vdsi,2479,252,450,3181
veco,2479,252,450,3181
vedl,332,252,450,1034
veev,305,252,450,1007
veon,1186,252,450,1888
ver,832,252,450,1534
veru,2440,252,449,3141
vet,457,252,450,1159
vfc,7435,252,450,8137
vfl,2384,251,448,3083
vg,2167,252,450,2869
vgi,718,252,450,1420
vgm,2479,252,450,3181
vgr,2479,252,450,3181
vgz,2479,252,450,3181
vhc,2150,252,450,2852
vhi,2479,252,450,3181
via,2283,252,450,2985
viab,773,252,450,1475
viav,5318,252,450,6020
vicl,2479,252,450,3181
vicr,2479,252,450,3181
vii,2204,250,447,2901
vips,698,252,450,1400
virc,2285,248,447,2980
viv,2479,252,450,3181
vive,1063,211,439,1713
vivo,2479,252,450,3181
vjet,303,252,449,1004
vki,2479,252,450,3181
vkq,2479,252,450,3181
vlgea,2418,252,450,3120
vlo,2479,252,450,3181
vlp,266,252,450,968
vlrs,325,252,450,1027
vlt,2479,252,450,3181
vly,2479,252,450,3181
vly-ws,686,85,236,1007
vmc,6799,252,450,7501
vmi,2479,252,450,3181
vmm,2476,252,450,3178
vmo,2479,252,450,3181
vmw,1860,252,450,2562
vnce,278,252,450,980
vnda,2195,252,450,2897
vnet,927,252,450,1629
vno,2479,252,450,3181
vno_g,1097,252,449,1798
vno_i,1097,252,450,1799
vno_k,615,252,450,1317
vno_l,481,252,450,1183
vnrx,454,251,450,1155
vntv,699,252,450,1401
voc,919,252,450,1621
vod,2479,252,450,3181
voxx,2479,252,450,3181
voya,421,252,450,1123
vpg,1139,252,450,1841
vpv,2468,252,450,3170
vr,1874,252,450,2576
vra,1053,252,450,1755
vrml,1241,252,450,1943
vrnt,2479,252,450,3181
vrsk,1318,252,450,2020
vrsn,4255,252,450,4957
vrts,1509,252,450,2211
vrtu,1867,252,450,2569
vrtx,2478,251,450,3179
vrx,2479,252,450,3181
vsat,2479,252,450,3181
vsec,2471,252,450,3173
vsh,2479,252,450,3181
vsi,1303,252,450,2005
vstm,732,252,450,1434
vta,1892,252,450,2594
vtn,2479,252,450,3181
vtnr,474,252,450,1176
vtr,2479,252,450,3181
vtrb,458,252,450,1160
vvc,2479,252,450,3181
vvi,2479,252,450,3181
vvr,2479,252,450,3181
vvus,2478,252,450,3180
vz,7842,252,450,8544
wab,2479,252,450,3181
wabc,2479,252,450,3181
wac,2477,252,450,3179
wafd,2479,252,450,3181
wage,665,252,450,1367
wair,861,252,450,1563
wal,2393,252,450,3095
wash,2479,252,450,3181
wat,4809,252,450,5511
wayn,1712,201,342,2255
wba,7435,252,450,8137
wbai,278,252,450,980
wbbw,409,229,361,999
wbc,1879,252,450,2581
wbk,2476,249,450,3175
wbkc,633,142,313,1088
wbs,2479,252,449,3180
wbs_e,521,250,445,1216
wcc,2479,252,450,3181
wcg,2479,252,450,3181
wcn,1877,252,450,2579
wd,1015,252,450,1717
wday,557,252,450,1259
wdc,2479,252,450,3181
wdfc,2479,252,450,3181
wdr,2479,252,450,3181
wea,2479,252,450,3181
web,2306,252,450,3008
webk,513,162,355,1030
wec,7601,252,450,8303
wen,8001,252,450,8703
wern,2479,252,450,3181
wes,1674,252,450,2376
wetf,864,252,450,1566
wex,2479,252,450,3181
weys,2479,251,450,3180
wf,2463,252,450,3165
wfbi,415,220,450,1085
wfc,7601,252,450,8303
wfc-ws,1097,252,450,1799
wfc_j,1097,252,450,1799
wfc_l,1083,243,446,1772
wfc_n,596,252,450,1298
wfc_o,531,252,450,1233
wfc_p,448,252,450,1150
wfc_q,365,252,450,1067
wfc_r,260,252,450,962
wft,2479,252,450,3181
wg,2479,252,450,3181
wgl,2479,252,450,3181
wgo,2479,252,450,3181
wgp,520,252,450,1222
whf,522,252,450,1224
whfbl,336,210,338,884
whg,2450,252,450,3152
whlr,527,252,450,1229
whr,7955,252,450,8657
wia,2479,252,450,3181
wifi,920,252,450,1622
wilc,2449,246,393,3088
win,2479,252,450,3181
wina,2263,252,449,2964
wire,2479,252,450,3181
wit,2479,252,450,3181
wiw,2479,252,450,3181
wix,290,252,450,992
wlb,2479,252,450,3181
wldn,1884,252,450,2586
wlfc,2432,252,450,3134
wlh,489,252,450,1191
wlk,2479,252,450,3181
wll,2479,252,450,3181
wltw,2479,252,450,3181
wm,2479,252,450,3181
wmb,8318,252,450,9020
wmc,665,252,450,1367
wmgi,981,252,450,1683
wmgiz,454,219,301,974
wmk,2479,252,450,3181
wmlp,1125,249,439,1813
wmt,10721,252,450,11423
wnc,2479,252,450,3181
wneb,2478,252,450,3180
wnrl,309,252,441,1002
wns,2117,252,450,2819
wor,6238,252,450,6940
wpc,2479,252,450,3181
wpcs,2442,252,448,3142
wpm,2475,252,450,3177
wppgy,2479,252,450,3181
wprt,2172,252,450,2874
wpx,752,252,450,1454
wpz,2359,252,450,3061
wr,2479,252,450,3181
wrb,2479,252,450,3181
wrb_b,418,252,450,1120
wre,2479,252,450,3181
wri,2479,252,450,3181
wrld,2479,252,450,3181
wrn,2090,249,450,2789
wsbc,2479,252,450,3181
wsbf,2318,252,450,3020
wsci,2460,249,429,3138
wsfs,2479,252,450,3181
wsm,2479,252,450,3181
wso,2479,252,450,3181
wsr,1092,252,450,1794
wst,2479,252,450,3181
wstg,2476,250,449,3175
wstl,2479,252,450,3181
wtba,2478,252,450,3180
wtfc,2479,252,450,3181
wti,2479,252,450,3181
wtm,2479,252,450,3181
wtr,2479,252,450,3181
wts,2479,252,450,3181
wtt,2474,252,446,3172
wtw,2479,252,450,3181
wu,2084,252,450,2786
wuba,294,252,450,996
wvfc,1302,181,272,1755
wvvi,2402,251,450,3103
wwd,2480,252,450,3182
wwe,2479,252,450,3181
wwr,2479,252,450,3181
www,2479,252,450,3181
wy,9582,252,450,10284
wyn,2128,252,450,2830
wynn,2479,252,450,3181
wyy,2470,252,450,3172
x,5975,252,450,6677
xbks,905,252,450,1607
xco,2239,252,450,2941
xcra,2480,252,450,3182
xec,2479,252,450,3181
xel,3613,252,450,4315
xgti,367,252,449,1068
xin,1776,252,450,2478
xl,4115,252,450,4817
xlnx,6183,252,450,6885
xlrn,324,252,450,1026
xncr,272,252,450,974
xntk,2475,252,450,3177
xny,1028,241,407,1676
xom,11352,252,450,12054
xoma,2480,252,450,3182
xon,353,252,450,1055
xone,479,252,450,1181
xoxo,883,252,450,1585
xper,2479,252,450,3181
xpl,2256,252,450,2958
xplr,531,250,450,1231
xpo,2475,252,450,3177
xray,5960,252,450,6662
xrm,2423,252,450,3125
xrx,9585,252,450,10287
xtlb,298,203,363,864
xtnt,962,252,450,1664
xxii,854,252,450,1556
xyl,794,252,450,1496
y,2479,252,450,3181
yelp,713,252,450,1415
yge,1906,252,450,2608
yndx,906,252,450,1608
yorw,2478,252,450,3180
ypf,2478,252,450,3180
yrcw,752,252,450,1454
yten,2048,252,450,2750
yum,4350,252,450,5052
yuma,2385,252,450,3087
yume,354,252,450,1056
yy,531,252,450,1233
zagg,1859,252,450,2561
zais,361,220,449,1030
zb_a,1078,241,423,1742
zb_g,477,252,450,1179
zb_h,418,250,449,1117
zbh,3370,252,450,4072
zbk,307,250,420,977
zbra,2479,252,450,3181
zeus,2479,252,450,3181
zf,2479,252,450,3181
zg,868,252,450,1570
zgnx,1029,252,450,1731
zion,6206,252,450,6908
zionw,1002,208,401,1611
ziop,2244,252,450,2946
zixi,2479,252,450,3181
zn,2013,252,450,2715
znga,762,252,450,1464
znh,2459,252,448,3159
ztr,2479,252,450,3181
zts,483,252,450,1185
zumz,2431,252,450,3133
zx,913,251,436,1600
